	person	season	species	length	weight
0	0	winter	RED DRUM	888.6085624044579	7.67244809723261
1	0	winter	BLUE CATFISH	526.271062828435	2.0187290060526704
2	0	winter	ATLANTIC THREAD HERRING	127.7147893987403	0.1101127999773255
3	0	winter	SPOTTED SEATROUT	559.5171138137389	1.0311964634905089
4	0	winter	YELLOWFIN TUNA	1017.8744219712169	6.891311380193725
5	0	winter	BANK SEA BASS	259.45219069928527	0.1973895364073366
6	0	winter	SPOTTED SEATROUT	587.7736276775533	0.7514925222587636
7	0	winter	SHEEPSHEAD	517.3146840520931	2.4033258079193542
8	0	winter	VERMILION SNAPPER	235.71519040915055	1.90011385162893
9	0	winter	VERMILION SNAPPER	440.8161503300619	1.176403399742075
10	0	winter	WHITE GRUNT	284.82840350671165	0.6560814283074469
11	0	winter	KING MACKEREL	558.2048735799851	20.550982609394797
12	0	winter	YELLOWTAIL SNAPPER	276.4315729548463	1.1303403361353093
13	0	winter	SOUTHERN KINGFISH	348.4408066601841	0.6169302852839441
14	0	winter	SPANISH MACKEREL	556.4528728035174	1.681704278563413
15	0	winter	GREAT BARRACUDA	814.4047502359329	11.379272843815281
16	0	winter	SAND PERCH	262.58841048573413	0.30994143916233863
17	0	winter	KING MACKEREL	785.8039352925471	7.306711046535814
18	0	winter	SPANISH MACKEREL	332.84690981281904	2.0844129769248845
19	0	winter	WHITE PERCH	251.06883971750344	0.5641582259868263
20	0	winter	DOLPHIN	660.2840841199252	12.05123979347618
21	0	winter	SILVER PERCH	138.96500118270342	0.14965108362921026
22	0	winter	TAUTOG	315.42740135604214	0.7540366269669074
23	0	winter	GRAY SNAPPER	312.92407619473636	2.5696583779453093
24	0	winter	SPOTTED SEATROUT	429.5378791169707	2.195149854353473
25	0	winter	SPOTTED SEATROUT	280.9180336381178	2.212904294118787
26	0	winter	GRAY SNAPPER	509.8171463884218	2.0486917733874725
27	0	winter	HOGFISH	326.44251082958544	1.2790861938380071
28	0	winter	VERMILION SNAPPER	490.5829050498708	1.1886179638610814
29	0	winter	SPANISH MACKEREL	280.22626130380144	2.4520441398049164
30	0	winter	KING MACKEREL	680.4354060156336	18.078053156077125
31	0	winter	BLACK SEA BASS	422.9347034347214	0.30477095286323924
32	0	winter	LITTLE TUNNY	414.1896942884011	2.038653006289018
33	0	winter	KING MACKEREL	533.8578273096621	1.9200468983617234
34	0	winter	SHEEPSHEAD	348.1772135373239	3.096372128862497
35	0	winter	KING MACKEREL	803.3283711460833	14.884819514786955
36	0	winter	GRAY SNAPPER	269.974580019458	2.253869998649907
37	0	winter	KING MACKEREL	969.3027302154346	6.489595238091653
38	0	winter	SPINY DOGFISH	751.5938748075915	2.2941529297621495
39	0	winter	SAND SEATROUT	248.76842955805523	0.46829473064846744
40	0	winter	TOMTATE	201.7480665239635	0.1551174059188548
41	0	winter	BLACKFIN TUNA	667.8026011163139	9.238455517526342
42	0	winter	SOUTHERN KINGFISH	289.7117904613682	0.08107910075514548
43	0	winter	KING MACKEREL	1132.4401009346593	18.27122244915044
44	0	winter	LANE SNAPPER	390.8922090405659	0.9532507234405287
45	0	winter	STRIPED MULLET	303.6601272777453	0.0959161212295032
46	0	winter	PINFISH	225.51776183804438	0.4492813466725589
47	0	winter	SPANISH MACKEREL	639.030730001049	0.4990539648234922
48	0	winter	KING MACKEREL	1166.9885688442255	14.54237138666485
49	0	winter	SPOTTED SEATROUT	515.249605629914	2.0123852572271876
50	0	winter	GULF FLOUNDER	412.96635066900325	0.42266852653736225
51	0	winter	SHEEPSHEAD	364.40444882928745	0.9693307765973783
52	0	winter	SPANISH MACKEREL	307.1448533606941	0.2510673063319785
53	0	winter	WHITE GRUNT	198.75525885341233	0.3359345440991479
54	0	winter	VERMILION SNAPPER	364.8692096042424	1.2544142055214746
55	0	winter	SHEEPSHEAD	347.3190717842908	4.147934758920167
56	0	winter	VERMILION SNAPPER	431.0339610820031	0.6560702333861218
57	0	winter	DOLPHIN	833.0989914403688	6.156276628866222
58	0	winter	GRAY SNAPPER	482.21673606023353	1.4373966062536656
59	0	winter	SHEEPSHEAD	361.1026780361928	4.204624294769588
60	0	winter	GRAY SNAPPER	497.86896986972545	2.0195100411877753
61	0	winter	ATLANTIC COD	670.2433363159926	3.837686681035649
62	0	winter	ATLANTIC CROAKER	150.46351250182306	0.32828582072212803
63	0	winter	SPOTTED SEATROUT	244.7633356768691	0.4365072349215427
64	0	winter	SPOTTED SEATROUT	343.697476703343	0.39882593987688564
65	0	winter	SHEEPSHEAD	298.2131666154316	3.439507553252492
66	0	winter	LITTLEHEAD PORGY	278.78798696209924	0.35622218367281505
67	0	winter	SOUTHERN KINGFISH	186.90506540380437	0.27167361114516475
68	0	winter	WHITE GRUNT	208.15811848908183	0.5521310223499287
69	0	winter	BLACKTIP SHARK	1413.4813433422805	17.472446032197315
70	0	winter	RED DRUM	504.3613782970309	6.885628271664114
71	0	winter	GRAY SNAPPER	260.04925517139816	0.4757937235168167
72	0	winter	WHITE PERCH	226.49858340769518	0.27033011537287494
73	0	winter	SPANISH MACKEREL	491.0103201650485	0.7060648826726755
74	0	winter	RED DRUM	685.3887270895827	4.314195197042396
75	0	winter	SPANISH MACKEREL	381.46876962171746	0.6936777788106329
76	0	winter	GULF KINGFISH	306.099095332031	0.22551801594452228
77	0	winter	SPOTTED SEATROUT	344.5538706343521	1.567945136525454
78	0	winter	LITTLE TUNNY	450.2715822568047	2.5504108679526616
79	0	winter	SOUTHERN KINGFISH	293.3345357758241	0.5999099681278475
80	0	winter	SPANISH MACKEREL	625.382223713432	0.5433561828319793
81	0	winter	GULF KINGFISH	432.2764966953597	0.18436463146520515
82	0	winter	BLUE RUNNER	413.6248562629221	0.5418471642555298
83	0	winter	RED DRUM	430.0666752541606	1.4003977953645919
84	0	winter	RED DRUM	437.1438194216155	2.543075867543175
85	0	winter	BLACK DRUM	603.917327625694	16.984010324793005
86	0	winter	VERMILION SNAPPER	311.88621707538107	1.903910873611184
87	0	winter	LANE SNAPPER	197.3567271373246	0.537147091240276
88	0	winter	SHEEPSHEAD	470.6424185063084	4.078566579032476
89	0	winter	DOLPHIN	581.0322615434723	11.08529765626587
90	0	winter	BLUEFISH	290.5426758654211	0.1670403600003409
91	0	winter	CREVALLE JACK	290.120590894094	4.6611993743906455
92	0	winter	GULF KINGFISH	363.153979145619	0.9243045907576501
93	0	winter	YELLOWTAIL SNAPPER	461.06722387593265	1.0114278638362149
94	0	winter	BLUE RUNNER	458.3991294574935	1.1508620784622114
95	0	winter	SHEEPSHEAD	292.42236321633186	3.9243710844328117
96	0	winter	JOLTHEAD PORGY	279.46722135426864	1.5324325243846655
97	0	winter	ATLANTIC HERRING	272.1501950470794	0.17200476434396952
98	0	winter	KING MACKEREL	609.5361839228066	19.39972083274021
99	0	winter	WHITE GRUNT	296.4412394674486	0.5940396182943587
100	0	winter	ALMACO JACK	379.10193429774375	5.533938456541398
101	0	winter	KING MACKEREL	896.1490449907355	3.9205620928575997
102	0	winter	SOUTHERN FLOUNDER	469.9048313284205	0.8252359976462498
103	0	winter	SPOTTED SEATROUT	507.30220505495487	1.4092458750128762
104	0	winter	GULF FLOUNDER	401.7891103327455	1.1005212587010837
105	0	winter	SHEEPSHEAD	397.2566123036622	1.7114078260765806
106	0	winter	RED PORGY	389.1236957000709	0.748780403527223
107	0	winter	KING MACKEREL	1266.8953469161563	11.115428178106157
108	0	winter	ATLANTIC CROAKER	160.51511315743377	0.8704363939271809
109	0	winter	BLUEFISH	315.412146906992	0.7123846226139664
110	0	winter	PINFISH	161.7927182781491	0.32196938149023646
111	0	winter	SPANISH MACKEREL	602.2526284247137	0.9498620848575295
112	0	winter	SHEEPSHEAD	544.5085361249335	3.724341237756678
113	0	winter	LANE SNAPPER	357.9883337369855	0.15960546267687659
114	0	winter	BLACK DRUM	677.5346109076115	9.055652614403785
115	0	winter	SOUTHERN KINGFISH	316.8165622622056	0.2641283937156118
116	0	winter	YELLOWTAIL SNAPPER	314.91175793873276	0.8237962911668225
117	0	winter	LITTLEHEAD PORGY	270.62518165171804	0.47167790388328174
118	0	winter	SPANISH MACKEREL	368.08453942570986	0.8017909402377367
119	0	winter	LITTLEHEAD PORGY	277.36248346813096	0.4153858269287505
120	0	winter	GRAY SNAPPER	472.01579736158567	2.4584977291619614
121	0	winter	NORTHERN SNAKEHEAD	553.491976017345	1.0523884007659434
122	0	winter	SHEEPSHEAD	439.07596090905975	0.7115364266934092
123	0	winter	RED DRUM	737.5771352827448	4.777929480924854
124	0	winter	SPANISH MACKEREL	612.6778838790408	0.2952917502121324
125	0	winter	SHEEPSHEAD	285.1987821360865	2.894232897745944
126	0	winter	DOLPHIN	940.269700635519	2.916223506951802
127	0	winter	SPANISH MACKEREL	547.1703522263405	1.2206670602259742
128	0	winter	FLORIDA POMPANO	401.47384379797245	0.9993336885056625
129	0	winter	BLUE CATFISH	360.27479978982245	2.978363144488617
130	0	winter	SPOTTED SEATROUT	650.863794579659	0.6267280915133294
131	0	winter	SPOTTED SEATROUT	587.2294810422601	1.828990794644553
132	0	winter	GRAY SNAPPER	536.4946589881688	0.30888179556989703
133	0	winter	ATLANTIC THREAD HERRING	112.5560248401967	0.05503705675551633
134	0	winter	WHITE GRUNT	326.7990123874739	0.4093330512392439
135	0	winter	SPOTTED SEATROUT	431.70713955813306	1.031995934216161
136	0	winter	HOGFISH	352.6258540802877	1.0042542099909744
137	0	winter	BLACKFIN TUNA	612.4462055232564	6.258688789762679
138	0	winter	LITTLE TUNNY	745.4114134197252	3.56092203072365
139	0	winter	KING MACKEREL	1418.1605989257857	1.223650640114106
140	0	winter	KING MACKEREL	1274.745397107527	1.6686330560023257
141	0	winter	SOUTHERN KINGFISH	342.28915143588864	0.4876298138806664
142	0	winter	SHEEPSHEAD	443.8912602497338	2.3546808754461126
143	0	winter	RED PORGY	302.8164348053968	0.6832660004831403
144	0	winter	RED DRUM	683.9349975992359	7.93496239462399
145	0	winter	SHEEPSHEAD	397.2701643623854	1.5087002964328513
146	0	winter	SHEEPSHEAD	443.2115410727249	2.840565397033994
147	0	winter	WHITE GRUNT	233.29010085769426	0.34387531422164125
148	0	winter	KING MACKEREL	944.0268938107122	15.839614258417665
149	0	winter	WHITE GRUNT	209.3091262128442	0.26122613021647867
150	0	winter	LADYFISH	308.40082395572597	0.43844655219109085
151	0	winter	PINFISH	232.0879476120412	0.3707431208632866
