YEAR,ST,MODE_FX,AREA_X,ID_CODE,SUB_REG,WAVE,kod,SP_CODE,imp_rec,LNGTH,WGT,lngth_imp,wgt_imp,month,strat_id,psu_id,common,wp_size,l_in_bin,l_cm_bin,VAR_ID,ARX_METHOD,ALT_FLAG,date_published
2021,9,3,5,1166320210423001,4,2,we,,,,,0,0,04,202104913weS:8AM-8PM,202129131166320210423,,18848.372094,,,202104913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1166320210424011,4,2,we,,,,,0,0,04,202104913weS:8AM-8PM,202129131166320210424,,312.64806054,,,202104913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1166320210424014,4,2,we,,,,,0,0,04,202104913weS:8AM-8PM,202129131166320210424,,202.74038204,,,202104913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1166320210424015,4,2,we,,,,,0,0,04,202104913weS:8AM-8PM,202129131166320210424,,202.74038204,,,202104913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1764520210312001,4,2,we,,,,,0,0,03,202103913weS:8AM-8PM,202129131764520210312,,126.64515388,,,202103913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1764520210320001,4,2,we,,,,,0,0,03,202103913weS:8AM-8PM,202129131764520210320,,1388.4850302,,,202103913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1764520210320002,4,2,we,,,,,0,0,03,202103913weS:8AM-8PM,202129131764520210320,,1388.4850302,,,202103913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1764520210320003,4,2,we,,,,,0,0,03,202103913weS:8AM-8PM,202129131764520210320,,1388.4850302,,,202103913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1764520210326001,4,2,we,,,,,0,0,03,202103913weS:8AM-8PM,202129131764520210326,,1665.180343,,,202103913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1764520210403001,4,2,we,,,,,0,0,04,202104913weS:8AM-8PM,202129131764520210403,,18848.372094,,,202104913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1764520210403002,4,2,we,,,,,0,0,04,202104913weS:8AM-8PM,202129131764520210403,,18848.372094,,,202104913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1764520210403003,4,2,we,,,,,0,0,04,202104913weS:8AM-8PM,202129131764520210403,,18848.372094,,,202104913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1764520210410001,4,2,we,,,,,0,0,04,202104913weS:8AM-8PM,202129131764520210410,,138.27647336,,,202104913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1764520210410002,4,2,we,,,,,0,0,04,202104913weS:8AM-8PM,202129131764520210410,,186.90177062,,,202104913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1764520210410003,4,2,we,,,,,0,0,04,202104913weS:8AM-8PM,202129131764520210410,,186.90177062,,,202104913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1764520210410004,4,2,we,,,,,0,0,04,202104913weS:8AM-8PM,202129131764520210410,,186.90177062,,,202104913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1764520210410005,4,2,we,,,,,0,0,04,202104913weS:8AM-8PM,202129131764520210410,,186.90177062,,,202104913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1764520210410006,4,2,we,,,,,0,0,04,202104913weS:8AM-8PM,202129131764520210410,,186.90177062,,,202104913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1764520210410007,4,2,we,,,,,0,0,04,202104913weS:8AM-8PM,202129131764520210410,,186.90177062,,,202104913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1764520210410008,4,2,we,,,,,0,0,04,202104913weS:8AM-8PM,202129131764520210410,,186.90177062,,,202104913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1764520210410009,4,2,we,,,,,0,0,04,202104913weS:8AM-8PM,202129131764520210410,,186.90177062,,,202104913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1764520210410010,4,2,we,,,,,0,0,04,202104913weS:8AM-8PM,202129131764520210410,,186.90177062,,,202104913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1764520210410011,4,2,we,,,,,0,0,04,202104913weS:8AM-8PM,202129131764520210410,,186.90177062,,,202104913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1764520210410012,4,2,we,,,,,0,0,04,202104913weS:8AM-8PM,202129131764520210410,,186.90177062,,,202104913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1764520210419001,4,2,wd,,,,,0,0,04,202104913wdS:8AM-8PM,202129131764520210419,,3851.4187831,,,202104913wdS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1764520210419002,4,2,wd,,,,,0,0,04,202104913wdS:8AM-8PM,202129131764520210419,,3851.4187831,,,202104913wdS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1764520210419003,4,2,wd,,,,,0,0,04,202104913wdS:8AM-8PM,202129131764520210419,,3851.4187831,,,202104913wdS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1764520210426001,4,2,wd,,,,,0,0,04,202104913wdS:8AM-8PM,202129131764520210426,,13508.148944,,,202104913wdS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1764520210427001,4,2,wd,,,,,0,0,04,202104913wdS:8AM-8PM,202129131764520210427,,30178.602922,,,202104913wdS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1764520210427002,4,2,wd,,,,,0,0,04,202104913wdS:8AM-8PM,202129131764520210427,,30178.602922,,,202104913wdS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1764520210430001,4,2,we,,,,,0,0,04,202104913weS:8AM-8PM,202129131764520210430,,7899.080352,,,202104913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1764520210430002,4,2,we,,,,,0,0,04,202104913weS:8AM-8PM,202129131764520210430,,655.09110444,,,202104913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1772120210307001,4,2,we,,,,,0,0,03,202103913weS:8AM-8PM,202129131772120210307,,413.41884875,,,202103913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1772120210307002,4,2,we,,,,,0,0,03,202103913weS:8AM-8PM,202129131772120210307,,413.41884875,,,202103913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1772120210307003,4,2,we,,,,,0,0,03,202103913weS:8AM-8PM,202129131772120210307,,413.41884875,,,202103913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1772120210312001,4,2,we,,,,,0,0,03,202103913weS:8AM-8PM,202129131772120210312,,952.46734893,,,202103913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1772120210313001,4,2,we,,,,,0,0,03,202103913weS:8AM-8PM,202129131772120210313,,173.27752683,,,202103913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1772120210313002,4,2,we,,,,,0,0,03,202103913weS:8AM-8PM,202129131772120210313,,173.27752683,,,202103913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1772120210321001,4,2,we,,,,,0,0,03,202103913weS:8AM-8PM,202129131772120210321,,144.07852347,,,202103913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1772120210321002,4,2,we,,,,,0,0,03,202103913weS:8AM-8PM,202129131772120210321,,144.07852347,,,202103913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1772120210328001,4,2,we,,,,,0,0,03,202103913weS:8AM-8PM,202129131772120210328,,459.9811378,,,202103913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1772120210328002,4,2,we,,,,,0,0,03,202103913weS:8AM-8PM,202129131772120210328,,4233.6005723,,,202103913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1772120210328003,4,2,we,,,,,0,0,03,202103913weS:8AM-8PM,202129131772120210328,,4233.6005723,,,202103913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1772120210403002,4,2,we,,,,,0,0,04,202104913weS:8AM-8PM,202129131772120210403,,731.71558953,,,202104913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1772120210403003,4,2,we,,,,,0,0,04,202104913weS:8AM-8PM,202129131772120210403,,731.71558953,,,202104913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1772120210403004,4,2,we,,,,,0,0,04,202104913weS:8AM-8PM,202129131772120210403,,731.71558953,,,202104913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1772120210410001,4,2,we,,,,,0,0,04,202104913weS:8AM-8PM,202129131772120210410,,2383.0199692,,,202104913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1772120210411001,4,2,we,,,,,0,0,04,202104913weS:8AM-8PM,202129131772120210411,,544.87896848,,,202104913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1772120210416001,4,2,we,8835020102,,630,3.00,0,0,04,202104913weS:8AM-8PM,202129131772120210416,STRIPED BASS,203.00986873,24,63,202104913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1772120210416002,4,2,we,,,,,0,0,04,202104913weS:8AM-8PM,202129131772120210416,,203.00986873,,,202104913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1772120210416003,4,2,we,,,,,0,0,04,202104913weS:8AM-8PM,202129131772120210416,,203.00986873,,,202104913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1772120210424001,4,2,we,8835020102,,410,0.60,0,0,04,202104913weS:8AM-8PM,202129131772120210424,STRIPED BASS,176.08668245,16,41,202104913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1772120210424001,4,2,we,8835020102,,410,0.60,1,1,04,202104913weS:8AM-8PM,202129131772120210424,STRIPED BASS,176.08668245,16,41,202104913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1772120210424001,4,2,we,8835020102,,630,3.00,1,1,04,202104913weS:8AM-8PM,202129131772120210424,STRIPED BASS,176.08668245,24,63,202104913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1772120210424001,4,2,we,8835020102,,415,0.60,0,0,04,202104913weS:8AM-8PM,202129131772120210424,STRIPED BASS,176.08668245,16,41,202104913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1772120210424001,4,2,we,8835020102,,440,0.70,0,0,04,202104913weS:8AM-8PM,202129131772120210424,STRIPED BASS,176.08668245,17,44,202104913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1772120210424002,4,2,we,8835020102,,430,0.60,1,1,04,202104913weS:8AM-8PM,202129131772120210424,STRIPED BASS,176.08668245,16,43,202104913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1772120210424002,4,2,we,8835020102,,430,0.60,0,0,04,202104913weS:8AM-8PM,202129131772120210424,STRIPED BASS,176.08668245,16,43,202104913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1772120210424002,4,2,we,8835020102,,440,0.70,1,1,04,202104913weS:8AM-8PM,202129131772120210424,STRIPED BASS,176.08668245,17,44,202104913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1772120210424002,4,2,we,8835020102,,415,0.60,1,1,04,202104913weS:8AM-8PM,202129131772120210424,STRIPED BASS,176.08668245,16,41,202104913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1772120210424002,4,2,we,8835020102,,420,0.60,0,0,04,202104913weS:8AM-8PM,202129131772120210424,STRIPED BASS,176.08668245,16,42,202104913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1789820210325001,4,2,wd,,,,,0,0,03,202103913wdS:8AM-8PM,202129131789820210325,,1662.2990159,,,202103913wdS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1789820210327001,4,2,we,,,,,0,0,03,202103913weS:8AM-8PM,202129131789820210327,,1153.0177884,,,202103913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1789820210327002,4,2,we,,,,,0,0,03,202103913weS:8AM-8PM,202129131789820210327,,1153.0177884,,,202103913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1789820210327003,4,2,we,,,,,0,0,03,202103913weS:8AM-8PM,202129131789820210327,,1153.0177884,,,202103913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1789820210403003,4,2,we,,,,,0,0,04,202104913weS:8AM-8PM,202129131789820210403,,1367.7429847,,,202104913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1789820210407001,4,2,wd,,,,,0,0,04,202104913wdS:8AM-8PM,202129131789820210407,,35190.814131,,,202104913wdS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1789820210407002,4,2,wd,,,,,0,0,04,202104913wdS:8AM-8PM,202129131789820210407,,35190.814131,,,202104913wdS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1789820210411001,4,2,we,,,,,0,0,04,202104913weS:8AM-8PM,202129131789820210411,,2420.0365338,,,202104913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1789820210411002,4,2,we,,,,,0,0,04,202104913weS:8AM-8PM,202129131789820210411,,2420.0365338,,,202104913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1789820210411003,4,2,we,,,,,0,0,04,202104913weS:8AM-8PM,202129131789820210411,,218.29329673,,,202104913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1789820210411004,4,2,we,,,,,0,0,04,202104913weS:8AM-8PM,202129131789820210411,,218.29329673,,,202104913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1789820210411005,4,2,we,,,,,0,0,04,202104913weS:8AM-8PM,202129131789820210411,,218.29329673,,,202104913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1789820210411006,4,2,we,,,,,0,0,04,202104913weS:8AM-8PM,202129131789820210411,,218.29329673,,,202104913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1789820210411007,4,2,we,,,,,0,0,04,202104913weS:8AM-8PM,202129131789820210411,,218.29329673,,,202104913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1789820210417001,4,2,we,,,,,0,0,04,202104913weS:8AM-8PM,202129131789820210417,,7838.4819502,,,202104913weS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1789820210429001,4,2,wd,,,,,0,0,04,202104913wdS:8AM-8PM,202129131789820210429,,8672.4929439,,,202104913wdS:8AM-8PM,,0,05/04/2022
2021,9,3,5,1789820210429002,4,2,wd,,,,,0,0,04,202104913wdS:8AM-8PM,202129131789820210429,,8672.4929439,,,202104913wdS:8AM-8PM,,0,05/04/2022
2021,9,7,5,1166320210424001,4,2,we,,,,,0,0,04,202104917weS:8AM-8PM,202129171166320210424,,202.67578081,,,202104917weS:8AM-8PM,,0,05/04/2022
2021,9,7,5,1166320210424002,4,2,we,,,,,0,0,04,202104917weS:8AM-8PM,202129171166320210424,,202.67578081,,,202104917weS:8AM-8PM,,0,05/04/2022
2021,9,7,5,1166320210424003,4,2,we,8839010101,,419,1.47,0,1,04,202104917weS:8AM-8PM,202129171166320210424,TAUTOG,202.67578081,16,41,202104917weS:8AM-8PM,,0,05/04/2022
2021,9,7,5,1166320210424005,4,2,we,,,,,0,0,04,202104917weS:8AM-8PM,202129171166320210424,,405.35156161,,,202104917weS:8AM-8PM,,0,05/04/2022
2021,9,7,5,1166320210424006,4,2,we,8839010101,,435,1.70,0,0,04,202104917weS:8AM-8PM,202129171166320210424,TAUTOG,202.67578081,17,43,202104917weS:8AM-8PM,,0,05/04/2022
2021,9,7,5,1166320210424007,4,2,we,,,,,0,0,04,202104917weS:8AM-8PM,202129171166320210424,,202.67578081,,,202104917weS:8AM-8PM,,0,05/04/2022
2021,9,7,5,1166320210424008,4,2,we,8839010101,,516,2.44,0,1,04,202104917weS:8AM-8PM,202129171166320210424,TAUTOG,202.67578081,20,51,202104917weS:8AM-8PM,,0,05/04/2022
2021,9,7,5,1166320210424008,4,2,we,8839010101,,435,1.61,0,1,04,202104917weS:8AM-8PM,202129171166320210424,TAUTOG,202.67578081,17,43,202104917weS:8AM-8PM,,0,05/04/2022
2021,9,7,5,1166320210424009,4,2,we,8839010101,,475,2.00,0,0,04,202104917weS:8AM-8PM,202129171166320210424,TAUTOG,202.67578081,18,47,202104917weS:8AM-8PM,,0,05/04/2022
2021,9,7,5,1166320210424009,4,2,we,8839010101,,405,1.20,0,0,04,202104917weS:8AM-8PM,202129171166320210424,TAUTOG,202.67578081,15,40,202104917weS:8AM-8PM,,0,05/04/2022
2021,9,7,5,1166320210424009,4,2,we,8839010101,,490,2.00,0,0,04,202104917weS:8AM-8PM,202129171166320210424,TAUTOG,202.67578081,19,49,202104917weS:8AM-8PM,,0,05/04/2022
2021,9,7,5,1166320210424009,4,2,we,8839010101,,445,1.90,1,1,04,202104917weS:8AM-8PM,202129171166320210424,TAUTOG,202.67578081,17,44,202104917weS:8AM-8PM,,0,05/04/2022
2021,9,7,5,1166320210424010,4,2,we,,,,,0,0,04,202104917weS:8AM-8PM,202129171166320210424,,202.67578081,,,202104917weS:8AM-8PM,,0,05/04/2022
2021,9,7,5,1166320210424012,4,2,we,8839010101,,433,1.80,0,0,04,202104917weS:8AM-8PM,202129171166320210424,TAUTOG,117.97339122,17,43,202104917weS:8AM-8PM,,0,05/04/2022
2021,9,7,5,1166320210424012,4,2,we,8839010101,,445,1.70,0,0,04,202104917weS:8AM-8PM,202129171166320210424,TAUTOG,117.97339122,17,44,202104917weS:8AM-8PM,,0,05/04/2022
2021,9,7,5,1166320210424012,4,2,we,8839010101,,545,2.60,1,1,04,202104917weS:8AM-8PM,202129171166320210424,TAUTOG,117.97339122,21,54,202104917weS:8AM-8PM,,0,05/04/2022
2021,9,7,5,1166320210424012,4,2,we,8839010101,,445,1.90,0,0,04,202104917weS:8AM-8PM,202129171166320210424,TAUTOG,117.97339122,17,44,202104917weS:8AM-8PM,,0,05/04/2022
2021,9,7,5,1166320210424012,4,2,we,8839010101,,395,1.30,0,0,04,202104917weS:8AM-8PM,202129171166320210424,TAUTOG,117.97339122,15,39,202104917weS:8AM-8PM,,0,05/04/2022
2021,9,7,5,1166320210424012,4,2,we,8839010101,,436,1.70,0,0,04,202104917weS:8AM-8PM,202129171166320210424,TAUTOG,117.97339122,17,43,202104917weS:8AM-8PM,,0,05/04/2022
2021,9,7,5,1166320210424013,4,2,we,,,,,0,0,04,202104917weS:8AM-8PM,202129171166320210424,,117.97339122,,,202104917weS:8AM-8PM,,0,05/04/2022
2021,9,7,5,1764520210313001,4,2,we,,,,,0,0,03,202103917weS:8AM-8PM,202129171764520210313,,1398.859748,,,202103917weS:8AM-8PM,,0,05/04/2022
2021,9,7,5,1764520210313002,4,2,we,,,,,0,0,03,202103917weS:8AM-8PM,202129171764520210313,,1398.859748,,,202103917weS:8AM-8PM,,0,05/04/2022
2021,9,7,5,1764520210313003,4,2,we,,,,,0,0,03,202103917weS:8AM-8PM,202129171764520210313,,1398.859748,,,202103917weS:8AM-8PM,,0,05/04/2022
2021,9,7,5,1764520210427003,4,2,wd,8839010101,,545,2.60,0,0,04,202104917wdS:8AM-8PM,202129171764520210427,TAUTOG,23284.507666,21,54,202104917wdS:8AM-8PM,,0,05/04/2022
2021,9,7,5,1764520210427003,4,2,wd,8839010101,,486,2.00,0,0,04,202104917wdS:8AM-8PM,202129171764520210427,TAUTOG,23284.507666,19,48,202104917wdS:8AM-8PM,,0,05/04/2022
2021,9,7,5,1764520210427003,4,2,wd,8839010101,,529,2.60,0,0,04,202104917wdS:8AM-8PM,202129171764520210427,TAUTOG,23284.507666,20,52,202104917wdS:8AM-8PM,,0,05/04/2022
2021,9,7,5,1764520210427003,4,2,wd,8839010101,,535,2.50,0,0,04,202104917wdS:8AM-8PM,202129171764520210427,TAUTOG,23284.507666,21,53,202104917wdS:8AM-8PM,,0,05/04/2022
2021,9,7,5,1764520210427004,4,2,wd,,,,,0,0,04,202104917wdS:8AM-8PM,202129171764520210427,,23284.507666,,,202104917wdS:8AM-8PM,,0,05/04/2022
2021,9,7,5,1764520210427005,4,2,wd,,,,,0,0,04,202104917wdS:8AM-8PM,202129171764520210427,,23284.507666,,,202104917wdS:8AM-8PM,,0,05/04/2022
2021,9,7,5,1764520210427006,4,2,wd,,,,,0,0,04,202104917wdS:8AM-8PM,202129171764520210427,,23284.507666,,,202104917wdS:8AM-8PM,,0,05/04/2022
2021,9,7,5,1764520210427007,4,2,wd,,,,,0,0,04,202104917wdS:8AM-8PM,202129171764520210427,,23284.507666,,,202104917wdS:8AM-8PM,,0,05/04/2022
2021,9,7,5,1789820210403001,4,2,we,,,,,0,0,04,202104917weS:8AM-8PM,202129171789820210403,,1015.8042403,,,202104917weS:8AM-8PM,,0,05/04/2022
2021,9,7,5,1789820210403002,4,2,we,,,,,0,0,04,202104917weS:8AM-8PM,202129171789820210403,,1015.8042403,,,202104917weS:8AM-8PM,,0,05/04/2022
2021,9,7,5,1789820210403004,4,2,we,,,,,0,0,04,202104917weS:8AM-8PM,202129171789820210403,,1015.8042403,,,202104917weS:8AM-8PM,,0,05/04/2022
2021,9,7,5,1789820210403005,4,2,we,,,,,0,0,04,202104917weS:8AM-8PM,202129171789820210403,,1015.8042403,,,202104917weS:8AM-8PM,,0,05/04/2022
2021,9,7,5,1789820210403006,4,2,we,,,,,0,0,04,202104917weS:8AM-8PM,202129171789820210403,,1015.8042403,,,202104917weS:8AM-8PM,,0,05/04/2022
2021,9,7,5,1789820210403007,4,2,we,,,,,0,0,04,202104917weS:8AM-8PM,202129171789820210403,,1015.8042403,,,202104917weS:8AM-8PM,,0,05/04/2022
2021,9,7,5,1789820210417002,4,2,we,,,,,0,0,04,202104917weS:8AM-8PM,202129171789820210417,,9003.8987391,,,202104917weS:8AM-8PM,,0,05/04/2022
